N_Size,Run_ID,Fixed_Pct,Success,Duration,Iterations,Energy_Init,Energy_Final,Temp_Init,Temp_Final,Cooling_Rate,Restarts,Accepted,Rejected,Improved,Fixed_Count,Holes_Count,Active_Blocks,Steps_To_Best,Time_To_Best,Accept_Rate,Improve_Rate,Iter_Per_Sec
4,10,13,True,0.0005795955657958984,6,2,0,1.0,0.9540310463055448,0.9921875,0,5,1,3,9,7,2,6,0.0005660057067871094,0.8333333333333334,0.5,10352.046071575483
4,1,14,True,0.0006284713745117188,47,2,0,1.0,0.6916817412336875,0.9921875,0,33,14,2,8,8,3,47,0.0005903244018554688,0.7021276595744681,0.0425531914893617,74784.63125948407
4,2,14,True,0.0007090568542480469,88,8,0,1.0,0.5014759561638443,0.9921875,0,41,47,9,6,10,4,88,0.0006949901580810547,0.4659090909090909,0.10227272727272728,124108.5245460659
4,3,14,True,0.0007338523864746094,22,4,0,1.0,0.8415162926148485,0.9921875,0,18,4,4,8,8,2,22,0.0006854534149169922,0.8181818181818182,0.18181818181818182,29978.781026640674
4,4,14,True,0.0006396770477294922,13,6,0,1.0,0.9030644932733303,0.9921875,0,5,8,3,7,9,2,13,0.0006251335144042969,0.38461538461538464,0.23076923076923078,20322.755124860232
4,5,14,True,0.0005495548248291016,2,4,0,1.0,0.98443603515625,0.9921875,0,2,0,2,8,8,3,2,0.0005373954772949219,1.0,1.0,3639.309327548807
4,5,12,True,0.03254342079162598,46,8,0,1.0,0.6971280541567875,0.9921875,0,19,27,5,7,9,3,46,0.03248310089111328,0.41304347826086957,0.10869565217391304,1413.4961500985369
4,7,14,True,0.0014035701751708984,40,8,0,1.0,0.7307184151463351,0.9921875,0,21,19,7,8,8,2,40,0.0013756752014160156,0.525,0.175,28498.753184983863
4,8,14,True,0.0006487369537353516,34,6,0,1.0,0.7659272913350347,0.9921875,0,22,12,3,5,11,4,34,0.0006344318389892578,0.6470588235294118,0.08823529411764706,52409.53178978317
4,9,14,True,0.0006461143493652344,19,4,0,1.0,0.8615515633989419,0.9921875,0,8,11,3,6,10,3,19,0.0006330013275146484,0.42105263157894735,0.15789473684210525,29406.559409594094
4,10,14,True,0.0005998611450195312,90,4,0,1.0,0.4936710020121243,0.9921875,0,34,56,8,6,10,4,90,0.0005865097045898438,0.37777777777777777,0.08888888888888889,150034.72178060413
4,1,15,True,0.0006504058837890625,2,2,0,1.0,0.98443603515625,0.9921875,0,1,1,1,7,9,3,2,0.0006368160247802734,0.5,0.5,3075.0029325513196
4,2,15,True,0.0006422996520996094,28,6,0,1.0,0.802832669126507,0.9921875,0,12,16,2,6,10,4,28,0.0006048679351806641,0.42857142857142855,0.07142857142857142,43593.36005939124
4,3,15,True,0.0007405281066894531,11,4,0,1.0,0.917341971466938,0.9921875,0,4,7,2,6,10,4,11,0.0007100105285644531,0.36363636363636365,0.18181818181818182,14854.26400515132
4,4,15,True,0.0006999969482421875,0,0,0,1.0,1.0,0.9921875,0,0,0,0,8,8,2,0,0.0,0,0,0.0
4,5,10,True,15.161287307739258,21,6,0,1.0,0.8481424051551228,0.9921875,0,5,16,3,5,11,4,21,15.161235570907593,0.23809523809523808,0.14285714285714285,1.3851066584089007
4,6,15,True,0.0008871555328369141,21,8,0,1.0,0.8481424051551228,0.9921875,0,10,11,4,6,10,4,21,0.0008721351623535156,0.47619047619047616,0.19047619047619047,23671.15936576189
4,7,15,True,0.0006814002990722656,6,4,0,1.0,0.9540310463055448,0.9921875,0,6,0,1,7,9,3,6,0.0006566047668457031,1.0,0.16666666666666666,8805.39678096571
4,6,14,True,0.0005586147308349609,15,8,0,1.0,0.8890092292483852,0.9921875,0,8,7,4,5,11,4,15,0.0005462169647216797,0.5333333333333333,0.26666666666666666,26852.13828425096
4,9,15,True,0.0019505023956298828,0,0,0,1.0,1.0,0.9921875,0,0,0,0,10,6,2,0,0.0,0,0,0.0
4,10,15,True,0.0008087158203125,11,4,0,1.0,0.917341971466938,0.9921875,0,10,1,3,10,6,2,11,0.0007681846618652344,0.9090909090909091,0.2727272727272727,13601.811320754718
4,5,15,True,0.0006721019744873047,19,4,0,1.0,0.8615515633989419,0.9921875,0,11,8,3,6,10,4,19,0.0006575584411621094,0.5789473684210527,0.15789473684210525,28269.519687832566
4,8,15,True,0.010339736938476562,6,4,0,1.0,0.9540310463055448,0.9921875,0,2,4,2,7,9,4,6,0.010271072387695312,0.3333333333333333,0.3333333333333333,580.2855561704482
4,3,16,True,0.0009937286376953125,16,4,0,1.0,0.8820638446448822,0.9921875,0,6,10,4,8,8,3,16,0.0009441375732421875,0.375,0.25,16100.975047984644
4,4,16,True,0.0006310939788818359,11,6,0,1.0,0.917341971466938,0.9921875,0,7,4,4,6,10,3,11,0.0006165504455566406,0.6363636363636364,0.36363636363636365,17430.050623347186
4,5,16,True,0.0006067752838134766,3,4,0,1.0,0.9767451286315918,0.9921875,0,2,1,2,8,8,4,3,0.0005924701690673828,0.6666666666666666,0.6666666666666666,4944.1697445972495
4,6,10,True,15.174806594848633,5,6,0,1.0,0.9615431017882656,0.9921875,0,3,2,3,8,8,3,5,15.174765825271606,0.6,0.6,0.32949349098770997
4,6,16,True,0.002826690673828125,117,6,0,1.0,0.399455957886741,0.9921875,0,42,75,6,6,10,4,117,0.002787351608276367,0.358974358974359,0.05128205128205128,41391.15789473684
4,1,16,True,0.013713598251342773,50,8,0,1.0,0.6755967713134214,0.9921875,0,16,34,8,7,9,3,50,0.013656139373779297,0.32,0.16,3646.0160990281474
4,9,16,True,0.0007998943328857422,40,4,0,1.0,0.7307184151463351,0.9921875,0,24,16,4,7,9,3,40,0.0007848739624023438,0.6,0.1,50006.60506706408
4,10,16,True,0.0006361007690429688,12,8,0,1.0,0.9101752373148525,0.9921875,0,8,4,5,6,10,4,12,0.0006225109100341797,0.6666666666666666,0.4166666666666667,18864.93553223388
4,1,17,True,0.0006079673767089844,16,8,0,1.0,0.8820638446448822,0.9921875,0,11,5,4,6,10,4,16,0.0005941390991210938,0.6875,0.25,26317.20156862745
4,2,17,True,0.0006272792816162109,11,8,0,1.0,0.917341971466938,0.9921875,0,7,4,3,7,9,4,11,0.000614166259765625,0.6363636363636364,0.2727272727272727,17536.048650703156
4,1,11,True,7.4077818393707275,36,8,0,1.0,0.7540064258998276,0.9921875,0,15,21,6,6,10,4,36,7.407737493515015,0.4166666666666667,0.16666666666666666,4.85975434760618
4,4,17,True,0.0008282661437988281,6,8,0,1.0,0.9540310463055448,0.9921875,0,5,1,4,6,10,3,6,0.0008118152618408203,0.8333333333333334,0.6666666666666666,7244.048359240069
4,5,17,True,0.0010309219360351562,6,4,0,1.0,0.9540310463055448,0.9921875,0,4,2,3,7,9,4,6,0.0010023117065429688,0.6666666666666666,0.5,5820.033302497687
4,6,17,True,0.0013828277587890625,121,6,0,1.0,0.38711848392992226,0.9921875,0,45,76,9,5,11,3,121,0.0013654232025146484,0.371900826446281,0.0743801652892562,87501.85931034482
4,7,17,True,0.001054525375366211,6,6,0,1.0,0.9540310463055448,0.9921875,0,5,1,3,6,10,3,6,0.0010170936584472656,0.8333333333333334,0.5,5689.76350893059
4,7,13,True,0.06429481506347656,281,10,0,1.0,0.11036824012564866,0.9921875,0,80,201,12,5,11,4,281,0.06424140930175781,0.2846975088967972,0.042704626334519574,4370.492390756178
4,9,17,True,0.0014078617095947266,10,4,0,1.0,0.9245651365965989,0.9921875,0,4,6,2,7,9,3,10,0.001371622085571289,0.4,0.2,7102.970364098222
4,3,17,True,0.0005745887756347656,19,2,0,1.0,0.8615515633989419,0.9921875,0,11,8,3,8,8,3,19,0.0005612373352050781,0.5789473684210527,0.15789473684210525,33067.126970954356
4,1,18,True,0.0009331703186035156,19,6,0,1.0,0.8615515633989419,0.9921875,0,6,13,4,8,8,2,19,0.0008847713470458984,0.3157894736842105,0.21052631578947367,20360.699029126212
4,2,18,True,0.0011646747589111328,9,4,0,1.0,0.9318451770422415,0.9921875,0,6,3,3,8,8,3,9,0.0011208057403564453,0.6666666666666666,0.3333333333333333,7727.479222108495
4,10,17,True,0.0057489871978759766,107,4,0,1.0,0.43204739403993936,0.9921875,0,30,77,3,6,10,4,107,0.005709648132324219,0.2803738317757009,0.028037383177570093,18611.973955957368
4,7,16,True,0.0007340908050537109,19,8,0,1.0,0.8615515633989419,0.9921875,0,8,11,5,7,9,3,19,0.0007197856903076172,0.42105263157894735,0.2631578947368421,25882.35660928873
4,5,18,True,0.0011889934539794922,4,2,0,1.0,0.9691143073141575,0.9921875,0,1,3,1,7,9,3,4,0.0011734962463378906,0.25,0.25,3364.190094245037
4,6,18,True,0.0006608963012695312,7,2,0,1.0,0.9465776787562827,0.9921875,0,3,4,2,8,8,3,7,0.0006303787231445312,0.42857142857142855,0.2857142857142857,10591.676767676769
4,7,18,True,0.0007271766662597656,18,6,0,1.0,0.8683354339768863,0.9921875,0,4,14,3,7,9,3,18,0.0007123947143554688,0.2222222222222222,0.16666666666666666,24753.26950819672
4,8,18,True,0.0007240772247314453,3,2,0,1.0,0.9767451286315918,0.9921875,0,1,2,1,8,8,3,3,0.0007100105285644531,0.3333333333333333,0.3333333333333333,4143.204478103392
4,9,18,True,0.0007317066192626953,21,6,0,1.0,0.8481424051551228,0.9921875,0,11,10,5,6,10,2,21,0.0007178783416748047,0.5238095238095238,0.23809523809523808,28700.027370478983
4,2,16,True,0.042778968811035156,108,6,0,1.0,0.4286720237740023,0.9921875,0,30,78,4,7,9,3,108,0.04274797439575195,0.2777777777777778,0.037037037037037035,2524.605033773993
4,1,19,True,0.0012707710266113281,0,0,0,1.0,1.0,0.9921875,0,0,0,0,9,7,3,0,0.0,0,0,0.0
4,2,19,True,0.0009090900421142578,13,2,0,1.0,0.9030644932733303,0.9921875,0,7,6,1,6,10,4,13,0.0008933544158935547,0.5384615384615384,0.07692307692307693,14300.01363755573
4,3,19,True,0.0006685256958007812,13,4,0,1.0,0.9030644932733303,0.9921875,0,5,8,2,7,9,3,13,0.0006549358367919922,0.38461538461538464,0.15384615384615385,19445.774607703283
4,4,19,True,0.0006964206695556641,4,4,0,1.0,0.9691143073141575,0.9921875,0,2,2,1,8,8,2,4,0.0006601810455322266,0.5,0.25,5743.654912701129
4,5,19,True,0.0007348060607910156,6,4,0,1.0,0.9540310463055448,0.9921875,0,4,2,3,8,8,3,6,0.0007200241088867188,0.6666666666666666,0.5,8165.419857235562
4,6,19,True,0.0005905628204345703,1,4,0,1.0,0.9921875,0.9921875,0,1,0,1,8,8,2,1,0.0005769729614257812,1.0,1.0,1693.2999596285829
4,7,19,True,0.0006365776062011719,3,8,0,1.0,0.9767451286315918,0.9921875,0,2,1,2,9,7,3,3,0.0006120204925537109,0.6666666666666666,0.6666666666666666,4712.701123595506
4,8,19,True,0.0010519027709960938,8,8,0,1.0,0.9391825406409993,0.9921875,0,3,5,3,8,8,2,8,0.0010123252868652344,0.375,0.375,7605.265639165911
4,9,19,True,0.0006902217864990234,2,4,0,1.0,0.98443603515625,0.9921875,0,1,1,1,8,8,4,2,0.0006756782531738281,0.5,0.5,2897.6193436960275
4,10,19,True,0.0006456375122070312,6,6,0,1.0,0.9540310463055448,0.9921875,0,6,0,3,7,9,3,6,0.0006327629089355469,1.0,0.5,9293.140324963073
4,3,18,True,0.02375006675720215,91,8,0,1.0,0.48981419730890463,0.9921875,0,28,63,6,6,10,4,91,0.023697614669799805,0.3076923076923077,0.06593406593406594,3831.5681774833106
4,2,20,True,0.0006947517395019531,7,6,0,1.0,0.9465776787562827,0.9921875,0,6,1,3,8,8,4,7,0.0006799697875976562,0.8571428571428571,0.42857142857142855,10075.541523678792
4,3,20,True,0.0008080005645751953,4,2,0,1.0,0.9691143073141575,0.9921875,0,1,3,1,9,7,2,4,0.0007929801940917969,0.25,0.25,4950.491590439658
4,4,20,True,0.0006380081176757812,12,10,0,1.0,0.9101752373148525,0.9921875,0,10,2,7,6,10,3,12,0.0006225109100341797,0.8333333333333334,0.5833333333333334,18808.538116591928
4,5,20,True,0.0009925365447998047,22,2,0,1.0,0.8415162926148485,0.9921875,0,1,21,1,8,8,3,22,0.0009648799896240234,0.045454545454545456,0.045454545454545456,22165.430699015134
4,6,20,True,0.0009396076202392578,4,2,0,1.0,0.9691143073141575,0.9921875,0,1,3,1,7,9,4,4,0.0009016990661621094,0.25,0.25,4257.096168485156
4,7,20,True,0.0007643699645996094,31,2,0,1.0,0.7841628986756143,0.9921875,0,11,20,1,7,9,4,31,0.0007498264312744141,0.3548387096774194,0.03225806451612903,40556.27698066126
4,8,20,True,0.0007135868072509766,91,8,0,1.0,0.48981419730890463,0.9921875,0,26,65,5,6,10,3,91,0.0006983280181884766,0.2857142857142857,0.054945054945054944,127524.77915135316
4,9,20,True,0.0005843639373779297,15,10,0,1.0,0.8890092292483852,0.9921875,0,10,5,4,6,10,3,15,0.0005707740783691406,0.6666666666666666,0.26666666666666666,25668.935128518973
4,10,20,True,0.0005671977996826172,2,6,0,1.0,0.98443603515625,0.9921875,0,2,0,2,8,8,3,2,0.0005543231964111328,1.0,1.0,3526.1067675493905
4,1,21,True,0.0006093978881835938,52,6,0,1.0,0.6650818069161484,0.9921875,0,29,23,5,7,9,3,52,0.0005962848663330078,0.5576923076923077,0.09615384615384616,85330.1283255086
4,2,21,True,0.0006346702575683594,11,8,0,1.0,0.917341971466938,0.9921875,0,5,6,4,8,8,3,11,0.0006039142608642578,0.45454545454545453,0.36363636363636365,17331.834710743802
4,3,21,True,0.0011947154998779297,43,6,0,1.0,0.7137256523955798,0.9921875,0,18,25,6,5,11,3,43,0.001168966293334961,0.4186046511627907,0.13953488372093023,35991.832368788666
4,1,20,True,0.01778721809387207,23,2,0,1.0,0.834941946578795,0.9921875,0,7,16,1,5,11,4,23,0.017756938934326172,0.30434782608695654,0.043478260869565216,1293.0633603645867
4,5,21,True,0.000782012939453125,5,6,0,1.0,0.9615431017882656,0.9921875,0,2,3,2,9,7,3,5,0.0007650852203369141,0.4,0.4,6393.756097560976
4,6,21,True,0.0008463859558105469,34,6,0,1.0,0.7659272913350347,0.9921875,0,11,23,5,8,8,3,34,0.0008311271667480469,0.3235294117647059,0.14705882352941177,40170.79887323944
4,7,21,True,0.0011286735534667969,13,6,0,1.0,0.9030644932733303,0.9921875,0,7,6,5,5,11,4,13,0.001088857650756836,0.5384615384615384,0.38461538461538464,11517.945078158005
4,8,21,True,0.0010678768157958984,12,4,0,1.0,0.9101752373148525,0.9921875,0,8,4,3,7,9,3,12,0.001027822494506836,0.6666666666666666,0.25,11237.251172136637
4,9,21,True,0.0007882118225097656,13,6,0,1.0,0.9030644932733303,0.9921875,0,5,8,3,8,8,3,13,0.0007491111755371094,0.38461538461538464,0.23076923076923078,16493.028433151845
4,10,21,True,0.0007526874542236328,43,2,0,1.0,0.7137256523955798,0.9921875,0,19,24,3,7,9,3,43,0.0007379055023193359,0.4418604651162791,0.06976744186046512,57128.625910674695
4,1,22,True,0.0008912086486816406,13,6,0,1.0,0.9030644932733303,0.9921875,0,5,8,3,7,9,4,13,0.0008771419525146484,0.38461538461538464,0.23076923076923078,14586.932049224184
4,2,22,True,0.0006041526794433594,6,4,0,1.0,0.9540310463055448,0.9921875,0,2,4,2,10,6,3,6,0.000591278076171875,0.3333333333333333,0.3333333333333333,9931.264404104184
4,8,16,True,0.07616639137268066,65,6,0,1.0,0.6006117649480425,0.9921875,0,25,40,8,6,10,3,65,0.07611489295959473,0.38461538461538464,0.12307692307692308,853.3947693800573
4,4,22,True,0.001262664794921875,11,4,0,1.0,0.917341971466938,0.9921875,0,10,1,2,9,7,2,11,0.0012345314025878906,0.9090909090909091,0.18181818181818182,8711.73413897281
4,5,22,True,0.0036628246307373047,42,6,0,1.0,0.7193455394223167,0.9921875,0,15,27,4,8,8,2,42,0.003646373748779297,0.35714285714285715,0.09523809523809523,11466.560437414568
4,6,22,True,0.0013575553894042969,9,4,0,1.0,0.9318451770422415,0.9921875,0,6,3,3,8,8,3,9,0.001306295394897461,0.6666666666666666,0.3333333333333333,6629.563751317176
4,7,22,True,0.0016613006591796875,30,6,0,1.0,0.7903374096888081,0.9921875,0,18,12,6,6,10,3,30,0.001611948013305664,0.6,0.2,18058.140068886336
4,9,10,True,15.250583171844482,12,4,0,1.0,0.9101752373148525,0.9921875,0,5,7,2,9,7,2,12,15.250540971755981,0.4166666666666667,0.16666666666666666,0.7868551559493354
4,9,22,True,0.0013289451599121094,92,6,0,1.0,0.48598752389242883,0.9921875,0,50,42,4,6,10,3,92,0.001300811767578125,0.5434782608695652,0.043478260869565216,69227.83781844277
4,10,22,True,0.0018677711486816406,50,2,0,1.0,0.6755967713134214,0.9921875,0,15,35,2,7,9,4,50,0.0018279552459716797,0.3,0.04,26769.874904263466
4,3,22,True,0.0010259151458740234,1,2,0,1.0,0.9921875,0.9921875,0,1,0,1,9,7,3,1,0.0009930133819580078,1.0,1.0,974.7394840808738
4,2,23,True,0.0014488697052001953,2,2,0,1.0,0.98443603515625,0.9921875,0,1,1,1,9,7,3,2,0.0014102458953857422,0.5,0.5,1380.3863748560145
4,3,23,True,0.0008521080017089844,6,10,0,1.0,0.9540310463055448,0.9921875,0,6,0,4,7,9,4,6,0.0008122920989990234,1.0,0.6666666666666666,7041.3609401231115
4,4,23,True,0.0006322860717773438,6,4,0,1.0,0.9540310463055448,0.9921875,0,4,2,3,7,9,3,6,0.0006182193756103516,0.6666666666666666,0.5,9489.37556561086
4,5,23,True,0.000591278076171875,8,6,0,1.0,0.9391825406409993,0.9921875,0,5,3,2,9,7,3,8,0.0005779266357421875,0.625,0.25,13530.012903225806
4,8,22,True,0.013536214828491211,68,8,0,1.0,0.5866446156118231,0.9921875,0,29,39,6,7,9,3,68,0.013483285903930664,0.4264705882352941,0.08823529411764706,5023.560933509467
4,7,23,True,0.0009663105010986328,20,6,0,1.0,0.8548206918098876,0.9921875,0,9,11,6,6,10,4,20,0.0009195804595947266,0.45,0.3,20697.281026400196
4,8,23,True,0.0008769035339355469,15,6,0,1.0,0.8890092292483852,0.9921875,0,11,4,5,7,9,3,15,0.0008351802825927734,0.7333333333333333,0.3333333333333333,17105.64437194127
4,6,23,True,0.005686283111572266,30,4,0,1.0,0.7903374096888081,0.9921875,0,12,18,6,9,7,2,30,0.005634307861328125,0.4,0.2,5275.854088050314
4,10,23,True,0.0005977153778076172,3,2,0,1.0,0.9767451286315918,0.9921875,0,1,2,1,6,10,4,3,0.0005843639373779297,0.3333333333333333,0.3333333333333333,5019.111288392501
4,1,24,True,0.0006186962127685547,12,6,0,1.0,0.9101752373148525,0.9921875,0,6,6,3,7,9,3,12,0.0006043910980224609,0.5,0.25,19395.625433526013
4,9,23,True,0.0038330554962158203,78,8,0,1.0,0.5423911591668046,0.9921875,0,24,54,9,5,11,4,78,0.0037827491760253906,0.3076923076923077,0.11538461538461539,20349.300988990482
4,3,24,True,0.00115966796875,23,8,0,1.0,0.834941946578795,0.9921875,0,9,14,5,7,9,2,23,0.0011401176452636719,0.391304347826087,0.21739130434782608,19833.263157894737
4,2,24,True,0.0005640983581542969,42,4,0,1.0,0.7193455394223167,0.9921875,0,16,26,3,8,8,3,42,0.0005509853363037109,0.38095238095238093,0.07142857142857142,74455.10059171598
4,5,24,True,0.0008614063262939453,20,8,0,1.0,0.8548206918098876,0.9921875,0,8,12,4,7,9,4,20,0.0008437633514404297,0.4,0.2,23217.846664821478
4,6,24,True,0.0006914138793945312,4,8,0,1.0,0.9691143073141575,0.9921875,0,3,1,3,8,8,4,4,0.0006756782531738281,0.75,0.75,5785.246896551724
4,4,24,True,0.0007317066192626953,7,6,0,1.0,0.9465776787562827,0.9921875,0,4,3,3,9,7,3,7,0.0007147789001464844,0.5714285714285714,0.42857142857142855,9566.675790159661
4,8,24,True,0.0008230209350585938,38,6,0,1.0,0.7422710963951611,0.9921875,0,9,29,5,7,9,4,38,0.0008075237274169922,0.23684210526315788,0.13157894736842105,46171.36500579374
4,9,24,True,0.0006654262542724609,0,0,0,1.0,1.0,0.9921875,0,0,0,0,10,6,2,0,0.0,0,0,0.0
4,10,24,True,0.0007345676422119141,45,4,0,1.0,0.7026172514336125,0.9921875,0,20,25,7,7,9,3,45,0.0006868839263916016,0.4444444444444444,0.15555555555555556,61260.525803310615
4,1,25,True,0.0005950927734375,3,4,0,1.0,0.9767451286315918,0.9921875,0,2,1,1,7,9,3,3,0.0005812644958496094,0.6666666666666666,0.3333333333333333,5041.2307692307695
4,2,25,True,0.0007863044738769531,2,4,0,1.0,0.98443603515625,0.9921875,0,2,0,2,8,8,3,2,0.0007498264312744141,1.0,1.0,2543.5439660400243
4,3,25,True,0.0006978511810302734,1,2,0,1.0,0.9921875,0.9921875,0,1,0,1,7,9,3,1,0.0006842613220214844,1.0,1.0,1432.9702767338572
4,4,25,True,0.0006916522979736328,12,8,0,1.0,0.9101752373148525,0.9921875,0,7,5,4,8,8,3,12,0.0006756782531738281,0.5833333333333334,0.3333333333333333,17349.758014477768
4,5,25,True,0.0009851455688476562,5,6,0,1.0,0.9615431017882656,0.9921875,0,3,2,2,9,7,2,5,0.0009446144104003906,0.6,0.4,5075.392061955469
4,4,21,True,0.020490646362304688,76,4,0,1.0,0.5509663805436745,0.9921875,0,38,38,5,7,9,3,76,0.02046966552734375,0.5,0.06578947368421052,3709.009401470725
4,7,25,True,0.0008287429809570312,141,6,0,1.0,0.3309168902453711,0.9921875,0,44,97,5,5,11,4,141,0.0008122920989990234,0.3120567375886525,0.03546099290780142,170137.18757192174
4,8,25,True,0.0006952285766601562,4,6,0,1.0,0.9691143073141575,0.9921875,0,4,0,2,7,9,3,4,0.0006797313690185547,1.0,0.5,5753.503429355281
4,9,25,True,0.0006802082061767578,17,4,0,1.0,0.8751727208585941,0.9921875,0,9,8,2,8,8,3,17,0.0006654262542724609,0.5294117647058824,0.11764705882352941,24992.347704171047
4,10,25,True,0.0006401538848876953,89,6,0,1.0,0.4975581752563143,0.9921875,0,40,49,8,8,8,2,89,0.0006260871887207031,0.449438202247191,0.0898876404494382,139029.0711359404
